-- S08 CMS nursing homes: every Missouri row, all columns, for the address join
CMS_CERTIFICATION_NUMBER_CCN | PROVIDER_NUMBER | COUNTY_FIPS | PROVIDER_SSA_COUNTY_CODE | STATE | ZIP_CODE | PROVIDER_NAME | LEGAL_BUSINESS_NAME | PROVIDER_TYPE | OWNERSHIP_TYPE | ADDRESS | CITY | COUNTY_PARISH | URBAN | LOCATION | LATITUDE | LONGITUDE | GEOCODING_FOOTNOTE | PHONE_NUMBER | DATE_FIRST_APPROVED_TO_PROVIDE_MEDICARE_AND_MEDICAID_SERVICES | DATE_OF_MOST_RECENT_HEALTH_INSPECTION | PROCESSING_DATE | PROVIDER_RESIDES_IN_HOSPITAL | CONTINUING_CARE_RETIREMENT_COMMUNITY | SPECIAL_FOCUS_STATUS | ABUSE_ICON | MOST_RECENT_HEALTH_INSPECTION_MORE_THAN_2_YEARS_AGO | WITH_A_RESIDENT_AND_FAMILY_COUNCIL | AUTOMATIC_SPRINKLER_SYSTEMS_IN_ALL_REQUIRED_AREAS | NUMBER_OF_CERTIFIED_BEDS | AVERAGE_NUMBER_OF_RESIDENTS_PER_DAY | NUMBER_OF_RESIDENTS_IN_CERTIFIED_BEDS | CHAIN_NAME | CHAIN_ID | NUMBER_OF_FACILITIES_IN_CHAIN | CHAIN_AVERAGE_OVERALL_5_STAR_RATING | CHAIN_AVERAGE_HEALTH_INSPECTION_RATING | CHAIN_AVERAGE_STAFFING_RATING | CHAIN_AVERAGE_QM_RATING | OVERALL_RATING | HEALTH_INSPECTION_RATING | QUALITY_MEASURE_RATING | LONG_STAY_QM_RATING | SHORT_STAY_QM_RATING | STAFFING_RATING | REPORTED_NURSE_AIDE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | REPORTED_LPN_STAFFING_HOURS_PER_RESIDENT_PER_DAY | REPORTED_RN_STAFFING_HOURS_PER_RESIDENT_PER_DAY | REPORTED_LICENSED_STAFFING_HOURS_PER_RESIDENT_PER_DAY | REPORTED_TOTAL_NURSE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | TOTAL_NUMBER_OF_NURSE_STAFF_HOURS_PER_RESIDENT_PER_DAY_ON_THE_WEEKEND | REGISTERED_NURSE_HOURS_PER_RESIDENT_PER_DAY_ON_THE_WEEKEND | REPORTED_PHYSICAL_THERAPIST_STAFFING_HOURS_PER_RESIDENT_PER_DAY | NURSING_CASE_MIX_INDEX | NURSING_CASE_MIX_INDEX_RATIO | CASE_MIX_NURSE_AIDE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | CASE_MIX_LPN_STAFFING_HOURS_PER_RESIDENT_PER_DAY | CASE_MIX_RN_STAFFING_HOURS_PER_RESIDENT_PER_DAY | CASE_MIX_TOTAL_NURSE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | CASE_MIX_WEEKEND_TOTAL_NURSE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | ADJUSTED_NURSE_AIDE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | ADJUSTED_LPN_STAFFING_HOURS_PER_RESIDENT_PER_DAY | ADJUSTED_RN_STAFFING_HOURS_PER_RESIDENT_PER_DAY | ADJUSTED_TOTAL_NURSE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | ADJUSTED_WEEKEND_TOTAL_NURSE_STAFFING_HOURS_PER_RESIDENT_PER_DAY | TOTAL_NURSING_STAFF_TURNOVER | REGISTERED_NURSE_TURNOVER | NUMBER_OF_ADMINISTRATORS_WHO_HAVE_LEFT_THE_NURSING_HOME | RATING_CYCLE_1_STANDARD_SURVEY_HEALTH_DATE | RATING_CYCLE_1_TOTAL_NUMBER_OF_HEALTH_DEFICIENCIES | RATING_CYCLE_1_NUMBER_OF_STANDARD_HEALTH_DEFICIENCIES | RATING_CYCLE_1_NUMBER_OF_COMPLAINT_HEALTH_DEFICIENCIES | RATING_CYCLE_1_HEALTH_DEFICIENCY_SCORE | RATING_CYCLE_1_NUMBER_OF_HEALTH_REVISITS | RATING_CYCLE_1_HEALTH_REVISIT_SCORE | RATING_CYCLE_1_TOTAL_HEALTH_SCORE | RATING_CYCLE_2_STANDARD_HEALTH_SURVEY_DATE | RATING_CYCLE_2_3_TOTAL_NUMBER_OF_HEALTH_DEFICIENCIES | RATING_CYCLE_2_NUMBER_OF_STANDARD_HEALTH_DEFICIENCIES | RATING_CYCLE_2_3_NUMBER_OF_COMPLAINT_HEALTH_DEFICIENCIES | RATING_CYCLE_2_3_HEALTH_DEFICIENCY_SCORE | RATING_CYCLE_2_3_NUMBER_OF_HEALTH_REVISITS | RATING_CYCLE_2_3_HEALTH_REVISIT_SCORE | RATING_CYCLE_2_3_TOTAL_HEALTH_SCORE | TOTAL_WEIGHTED_HEALTH_SURVEY_SCORE | NUMBER_OF_CITATIONS_FROM_INFECTION_CONTROL_INSPECTIONS | TOTAL_NUMBER_OF_HEALTH_DEFICIENCIES | TOTAL_NUMBER_OF_FIRE_SAFETY_DEFICIENCIES | NUMBER_OF_FINES | TOTAL_AMOUNT_OF_FINES_IN_DOLLARS | NUMBER_OF_PAYMENT_DENIALS | TOTAL_NUMBER_OF_PENALTIES | OVERALL_RATING_BAND | HAS_FINANCIAL_PENALTY | _INGESTED_AT | _SOURCE_RUN_ID
265643 |  |  | 730 | MO | 64468 | VILLAGE CARE CENTER INC | VILLAGE CARE CENTER, INC | Medicare and Medicaid | For profit - Corporation | 810 EAST EDWARDS STREET | MARYVILLE | Nodaway | N | 810 EAST EDWARDS STREET,MARYVILLE,MO,64468 | 40.342 | -94.865 |  | 6605623515 | 1996-04-01 |  | 2026-05-01 | N | N |  | Y | N | Resident | Yes | 46 | 33.7 |  | OSBYCORP | 388 | 2 | 1.5 | 2.0 | 2.0 | 3.5 | 2 | 2 | 3 | 3 | 3 | 3 | 1.99268 | 0.52895 | 0.67219 | 1.20113 | 3.19381 | 2.65155 | 0.56439 | 0.01356 | 1.16514 | 0.83722 | 1.95234 | 0.72027 | 0.56873 | 3.24134 | 2.8755 | 2.36352 | 0.62738 | 0.79728 | 3.78818 | 3.145 | 53.3 | 50.0 | 0 | 2025-03-28 | 12 | 11 | 1 | 124.0 | 1 | 0.0 | 124.0 | 2024-04-25 | 3 | 3 | 0 | 20.0 | 1 | 0.0 | 20.0 | 98.0 |  |  |  | 0 | 0.0 | 0 | 0 | Low (1-2 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265383 |  |  | 150 | MO | 63701 | FOUNTAINBLEAU LODGE | FOUNTAINBLEAU OF CAPE GIRARDEAU INC | Medicare and Medicaid | For profit - Corporation | 2001 NORTH KINGSHIGHWAY | CAPE GIRARDEAU | Cape Girardeau | Y | 2001 NORTH KINGSHIGHWAY,CAPE GIRARDEAU,MO,63701 | 37.3367 | -89.58 |  | 5733351999 | 1989-08-11 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 33 | 28.9 |  | SHAFIQ MALIK | 794 | 8 | 3.1 | 4.0 | 1.8 | 2.4 | 4 | 4 | 2 | 3 | 1 | 4 | 2.70357 | 0.99604 | 0.81183 | 1.80787 | 4.51144 | 3.53048 | 0.55403 | 0.03307 | 1.29376 | 0.92964 | 2.16786 | 0.79978 | 0.63152 | 3.59915 | 3.19293 | 2.8879 | 1.06395 | 0.86718 | 4.81904 | 3.77119 | 60.0 | 33.3 | 0 | 2025-09-04 | 3 | 3 | 0 | 24.0 | 1 | 0.0 | 24.0 | 2024-08-08 | 8 | 7 | 1 | 60.0 | 1 | 0.0 | 60.0 | 33.0 |  |  |  | 1 | 8827.0 | 0 | 1 | High (4-5 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265343 |  |  | 940 | MO | 63141 | COUNTRY VILLA WELLNESS & REHABILITATION | DELMAR GARDENS OF CREVE COEUR OPERATING, LLC | Medicare and Medicaid | For profit - Corporation | 850 COUNTRY MANOR LANE | CREVE COEUR | St. Louis | Y | 850 COUNTRY MANOR LANE,CREVE COEUR,MO,63141 | 38.6709 | -90.454 |  | 3144345900 | 1988-11-28 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 148 | 90.4 |  | DELMAR GARDENS | 180 | 13 | 3.0 | 3.2 | 2.8 | 2.4 | 3 | 4 | 2 | 3 | 1 | 1 | 2.65328 | 0.93591 | 0.17014 | 1.10605 | 3.75933 | 3.47448 | 0.09922 | 0.03275 | 1.3439 | 0.96566 | 2.25187 | 0.83077 | 0.65599 | 3.73863 | 3.31667 | 2.72845 | 0.96243 | 0.17496 | 3.86584 | 3.57291 | 67.6 | 71.4 | 1 | 2025-06-18 | 9 | 5 | 5 | 48.0 | 1 | 0.0 | 48.0 | 2023-09-20 | 6 | 3 | 5 | 48.0 | 1 | 0.0 | 48.0 | 48.0 |  |  |  | 0 | 0.0 | 0 | 0 | Average (3 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265582 |  |  | 460 | MO | 65566 | STONECREST HEALTHCARE | MMA HEALTHCARE OF VIBURNUM INC | Medicare and Medicaid | For profit - Corporation | 2 HIGHWAY  Y | VIBURNUM | Iron | N | 2 HIGHWAY  Y,VIBURNUM,MO,65566 | 37.7214 | -91.135 |  | 5732443171 | 1994-07-05 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 60 | 56.4 |  | RELIANT CARE MANAGEMENT | 446 | 32 | 1.2 | 1.7 | 1.0 | 1.9 | 2 | 3 | 2 | 2 |  | 1 | 2.03369 | 0.20636 | 0.59149 | 0.79785 | 2.83154 | 2.5858 | 0.31276 | 0.08363 | 1.75406 | 1.26039 | 2.93915 | 1.08433 | 0.8562 | 4.87968 | 4.32893 | 1.60228 | 0.16259 | 0.46602 | 2.23088 | 2.03727 | 48.4 |  | 0 | 2025-07-31 | 11 | 11 | 1 | 80.0 | 1 | 0.0 | 80.0 | 2024-03-29 | 6 | 6 | 0 | 36.0 | 1 | 0.0 | 36.0 | 69.0 |  |  |  | 0 | 0.0 | 0 | 0 | Low (1-2 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265546 |  |  | 360 | MO | 65066 | GASCONADE MANOR NURSING HOME | GASCONADE MANOR NURSING HOME DISTRICT | Medicare and Medicaid | Non profit - Other | 1910 NURSING HOME ROAD, | OWENSVILLE | Gasconade | N | 1910 NURSING HOME ROAD,,OWENSVILLE,MO,65066 | 38.3579 | -91.482 |  | 5734374101 | 1993-10-01 |  | 2026-05-01 | N | N |  | N | N |  | Yes | 79 | 60.7 |  |  |  |  |  |  |  |  | 4 | 4 | 5 | 4 | 5 | 1 |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | 2025-07-31 | 5 | 5 | 0 | 40.0 | 1 | 0.0 | 40.0 | 2024-05-31 | 4 | 4 | 0 | 32.0 | 1 | 0.0 | 32.0 | 38.0 |  |  |  | 1 | 6293.0 | 0 | 1 | High (4-5 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265349 |  |  | 180 | MO | 64701 | GOLDEN YEARS CENTER FOR REHAB AND HEALTHCARE | Legal Business Name Not Available | Medicare and Medicaid | For profit - Limited Liability company | 2001 JEFFERSON PARKWAY | HARRISONVILLE | Cass | Y | 2001 JEFFERSON PARKWAY,HARRISONVILLE,MO,64701 | 38.6685 | -94.352 |  | 8163804731 | 1988-12-30 |  | 2026-05-01 | N | N | SFF Candidate | Y | Y | Both | Yes | 128 | 77.0 |  | PRIME HEALTHCARE MANAGEMENT | 421 | 10 | 1.3 | 2.1 | 1.4 | 1.6 | 1 | 1 | 2 | 1 | 3 | 1 | 2.28166 | 0.93749 | 0.28319 | 1.22068 | 3.50234 | 2.98363 | 0.19176 | 0.04925 | 1.32177 | 0.94976 | 2.21479 | 0.81709 | 0.64519 | 3.67707 | 3.26205 | 2.38558 | 0.98019 | 0.29608 | 3.66186 | 3.11952 | 63.4 | 88.9 | 1 | 2024-04-22 | 38 | 27 | 11 | 527.0 | 2 | 264.0 | 791.0 | 2022-08-26 | 22 | 19 | 3 | 180.0 | 1 | 0.0 | 180.0 | 638.25 |  |  |  | 1 | 166800.0 | 1 | 2 | Low (1-2 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265734 |  |  | 930 | MO | 63601 | COUNTRY MEADOWS | COUNTRY MEADOWS NURSING & REHAB LLC | Medicare and Medicaid | For profit - Corporation | 1301 N ST JOE DRIVE | PARK HILLS | St. Francois | N | 1301 N ST JOE DRIVE,PARK HILLS,MO,63601 | 37.8642 | -90.5 |  | 5734312889 | 2002-01-29 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 72 | 63.6 |  | JAMES & JUDY LINCOLN | 290 | 56 | 2.4 | 2.7 | 2.1 | 2.6 | 5 | 5 | 4 | 3 | 5 | 4 | 2.52567 | 0.31889 | 0.56712 | 0.88601 | 3.41168 | 3.12247 | 0.4559 | 0.00925 | 1.00042 | 0.71885 | 1.67633 | 0.61844 | 0.48833 | 2.78309 | 2.46898 | 3.48895 | 0.44051 | 0.78342 | 4.71288 | 4.31336 | 48.6 | 0.0 | 0 | 2025-07-25 | 3 | 2 | 1 | 12.0 | 1 | 0.0 | 12.0 | 2024-05-23 | 3 | 3 | 1 | 12.0 | 1 | 0.0 | 12.0 | 12.0 |  |  |  | 0 | 0.0 | 0 | 0 | High (4-5 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265362 |  |  | 180 | MO | 64701 | MEADOW VIEW HEALTH & REHABILITATION | MEADOW VIEW HEALTH & REHABILITATION LLC | Medicare and Medicaid | For profit - Corporation | 2203 EAST MECHANIC STREET | HARRISONVILLE | Cass | Y | 2203 EAST MECHANIC STREET,HARRISONVILLE,MO,64701 | 38.6556 | -94.331 |  | 8163802622 | 1989-04-07 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 120 | 86.0 |  | MO OP HOLDCO, LLC | 790 | 9 | 2.1 | 2.3 | 2.2 | 3.1 | 1 | 1 | 3 | 4 | 1 | 3 | 1.76801 | 0.67265 | 0.51596 | 1.18861 | 2.95662 | 2.69601 | 0.47685 | 0.01717 | 1.18922 | 0.85452 | 1.99269 | 0.73515 | 0.58049 | 3.30833 | 2.93493 | 2.05458 | 0.78168 | 0.59958 | 3.43583 | 3.13299 | 51.4 | 40.0 | 0 | 2024-05-23 | 11 | 9 | 4 | 96.0 | 1 | 0.0 | 96.0 | 2022-09-20 | 28 | 26 | 2 | 267.0 | 3 | 187.0 | 454.0 | 185.5 |  |  |  | 0 | 0.0 | 0 | 0 | Low (1-2 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265731 |  |  | 380 | MO | 65807 | MAGNOLIA SQUARE NURSING AND REHAB | MSNRC OPS INC | Medicare and Medicaid | For profit - Limited Liability company | 1502 WEST EDGEWOOD | SPRINGFIELD | Greene | Y | 1502 WEST EDGEWOOD,SPRINGFIELD,MO,65807 | 37.1674 | -93.312 |  | 4178777545 | 2002-03-05 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 120 | 93.2 |  | ANTHONY & BRYAN ADAMS | 36 | 38 | 3.8 | 3.5 | 3.1 | 4.4 | 3 | 2 | 5 | 5 | 5 | 3 | 2.5826 | 0.76809 | 0.34419 | 1.11228 | 3.69488 | 2.75312 | 0.1517 | 0.00944 | 1.18414 | 0.85087 | 1.98418 | 0.73201 | 0.57801 | 3.2942 | 2.9224 | 3.01406 | 0.89641 | 0.4017 | 4.31217 | 3.21307 | 54.2 | 50.0 | 0 | 2025-02-14 | 3 | 2 | 1 | 133.0 | 1 | 0.0 | 133.0 | 2023-12-14 | 3 | 2 | 1 | 28.0 | 1 | 0.0 | 28.0 | 106.75 | 0 |  |  | 1 | 26215.0 | 0 | 1 | Average (3 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265482 |  |  | 250 | MO | 65109 | RIVER CITY LIVING COMMUNITY | N & R OF JEFFERSON CITY LLC | Medicare and Medicaid | For profit - Corporation | 3038 WEST TRUMAN BLVD | JEFFERSON CITY | Cole | Y | 3038 WEST TRUMAN BLVD,JEFFERSON CITY,MO,65109 | 38.5949 | -92.233 |  | 5738933404 | 1992-03-01 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 87 | 42.7 |  | JAMES & JUDY LINCOLN | 290 | 56 | 2.4 | 2.7 | 2.1 | 2.6 | 1 | 1 | 1 | 1 |  | 2 | 3.39201 | 0.70038 | 0.2197 | 0.92008 | 4.31209 | 3.92876 | 0.2771 | 0.10833 | 1.13481 | 0.81542 | 1.90152 | 0.70152 | 0.55393 | 3.15697 | 2.80065 | 4.13079 | 0.85292 | 0.26755 | 5.25126 | 4.78445 | 79.5 | 87.5 | 0 | 2024-10-04 | 19 | 11 | 8 | 164.0 | 1 | 0.0 | 164.0 | 2023-01-12 | 24 | 15 | 9 | 258.0 | 1 | 0.0 | 258.0 | 187.5 |  |  |  | 1 | 237995.0 | 0 | 1 | Low (1-2 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265360 |  |  | 541 | MO | 63435 | LEWIS COUNTY NURSING HOME DISTRICT | LEWIS COUNTY NURSING HOME DISTRICT | Medicare and Medicaid | Government - County | 17528 STATE HIGHWAY 81 | CANTON | Lewis | N | 17528 STATE HIGHWAY 81,CANTON,MO,63435 | 40.1411 | -91.542 |  | 5732884454 | 1989-04-18 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 118 | 47.2 |  |  |  |  |  |  |  |  | 1 | 1 | 2 | 2 | 2 | 4 | 2.41991 | 0.74614 | 0.46072 | 1.20686 | 3.62678 | 3.30882 | 0.26797 | 0.02781 | 1.10739 | 0.79572 | 1.85557 | 0.68457 | 0.54054 | 3.08068 | 2.73297 | 3.01994 | 0.93115 | 0.57496 | 4.52606 | 4.12927 | 43.2 |  | 0 | 2025-11-17 | 15 | 15 | 0 | 112.0 | 2 | 56.0 | 168.0 | 2023-11-17 | 23 | 16 | 7 | 152.0 | 2 | 76.0 | 228.0 | 183.0 |  |  |  | 2 | 19991.0 | 0 | 2 | Low (1-2 stars) | True | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265842 |  |  | 940 | MO | 63044 | SSM HEALTH DEPAUL HOSPITAL - ANNA HOUSE | SSM HEALTH CARE ST LOUIS | Medicare and Medicaid | Non profit - Corporation | 12284 DEPAUL DRIVE | BRIDGETON | St. Louis | Y | 12284 DEPAUL DRIVE,BRIDGETON,MO,63044 | 38.7501 | -90.431 |  | 3142098814 | 2012-09-11 |  | 2026-05-01 | Y | N |  | N | N | Resident | Yes | 105 | 88.6 |  | SSM HEALTH | 486 | 2 | 2.5 | 3.0 | 2.5 | 3.5 | 2 | 3 | 3 | 4 | 3 | 1 | 3.1398 | 0.96681 | 0.30395 | 1.27076 | 4.41056 | 4.06499 | 0.20361 | 0.03413 | 1.18497 | 0.85146 | 1.98557 | 0.73252 | 0.57841 | 3.2965 | 2.92444 | 3.66179 | 1.12755 | 0.35448 | 5.14382 | 4.7408 |  |  | 2 | 2024-09-26 | 14 | 13 | 1 | 96.0 | 1 | 0.0 | 96.0 | 2023-05-12 | 10 | 8 | 2 | 56.0 | 1 | 0.0 | 56.0 | 86.0 |  |  |  | 0 | 0.0 | 0 | 0 | Low (1-2 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
265489 |  |  | 960 | MO | 63670 | ST GENEVIEVE NURSING | BEL OAK OF ST GENEVIEVE LLC | Medicare and Medicaid | For profit - Corporation | 1010 STE GENEVIEVE DRIVE | SAINTE GENEVIEVE | Ste. Genevieve | N | 1010 STE GENEVIEVE DRIVE,SAINTE GENEVIEVE,MO,63670 | 37.9779 | -90.05 | 22 | 5738835725 | 1992-02-25 |  | 2026-05-01 | N | N |  | N | N | Resident | Yes | 90 | 51.1 |  | COMMUNITY CARE CENTERS | 154 | 8 | 2.8 | 3.3 | 2.0 | 2.1 | 4 | 4 | 3 | 3 |  | 3 | 2.40074 | 0.57233 | 0.38113 | 0.95346 | 3.3542 | 3.03422 | 0.23748 | 0.01936 | 1.11128 | 0.79851 | 1.86208 | 0.68697 | 0.54244 | 3.09149 | 2.74257 | 2.98554 | 0.71175 | 0.47397 | 4.17125 | 3.77333 | 61.9 | 40.0 | 1 | 2024-11-07 | 5 | 5 | 0 | 20.0 | 1 | 0.0 | 20.0 | 2023-09-14 | 3 | 3 | 0 | 36.0 | 1 | 0.0 | 36.0 | 24.0 |  |  |  | 0 | 0.0 | 0 | 0 | High (4-5 stars) | False | 2026-09-21 15:45:26.641000-07:00 | abd55091-674b-4b69-b11b-b4c9ae9a3616
(487 rows; csv has all)
