-- S07 HUD projects: pull the whole table (35.6K rows) for local peer math
QUARTER | GSL | STATES | ENTITIES | SUMLEVEL | PROGRAM_LABEL | PROGRAM | SUB_PROGRAM | NAME | CODE | TOTAL_UNITS | TOTAL_OCCUPIED | PCT_OCCUPIED | NUMBER_REPORTED | PCT_REPORTED | MONTHS_SINCE_REPORT | PCT_MOVEIN | PEOPLE_PER_UNIT | PEOPLE_TOTAL | RENT_PER_MONTH | SPENDING_PER_MONTH | HH_INCOME | PERSON_INCOME | PCT_NOINCOME | PCT_LT5K | PCT_5K_LT10K | PCT_10K_LT15K | PCT_15K_LT20K | PCT_20K_LT25K | PCT_25K_LT30K | PCT_30K_LT40K | PCT_GE40K | PCT_WAGE_MAJOR | PCT_WELFARE_MAJOR | PCT_OTHER_MAJOR | PCT_MEDIAN | PCT_LT80_MEDIAN | PCT_LT50_MEDIAN | PCT_LT30_MEDIAN | PCT_2ADULTS | PCT_1ADULT | PCT_CHLDRN0_5 | PCT_CHLDRN6_12 | PCT_CHLDRN13_17 | PCT_0CHLDRN | PCT_FEMALE_HEAD | PCT_FEMALE_HEAD_CHILD | PCT_FEMALE_HEAD_CHILD0_5 | PCT_DISABLED_HEAD | PCT_DISABLED_LT62 | PCT_DISABLED_GE62 | PCT_DISABLED_MBR | PCT_DISABLED_ALL | PCT_LT62_HEAD | PCT_LT24_HEAD | PCT_AGE25_50 | PCT_AGE51_61 | PCT_AGE62PLUS | PCT_AGE85PLUS | PCT_MINORITY | PCT_BLACK_NONHSP | PCT_NATIVE_AMERICAN_NONHSP | PCT_ASIAN_PACIFIC_NONHSP | PCT_WHITE_NOTHSP | PCT_BLACK_HSP | PCT_WHT_HSP | PCT_OTH_HSP | PCT_HISPANIC | PCT_MULTI | MONTHS_WAITING | MONTHS_FROM_MOVEIN | PCT_UTILITY_ALLOW | AVE_UTIL_ALLOW | PCT_BED1 | PCT_BED2 | PCT_BED3 | PCT_OVERHOUSED | TPOVERTY | TMINORITY | TPCT_OWNSFD | FEDHSE | CBSA | PLACE | LATITUDE | LONGITUDE | STATE | PHA_TOTAL_UNITS | HA_SIZE | STD_ADDR | STD_CITY | STD_ZIP5 | STCTYTRT | _INGESTED_AT | _SOURCE_RUN_ID
31DEC2025 | Projects | AK Alaska | AK Alaska 800217615 176EE028 SUTTON ANNEX | 6 | 202/PRAC | 8 | 202/PRAC | SUTTON ANNEX | 800217615 176EE028 | 4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 11260 | 74525 | 61.7096 | -148.8893 | AK |  |  | 15838 N Glenn Hwy | Sutton | 99674 | 2170000200 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800217774 176HD021 HARDING HOUSE | 6 | 811/PRAC | 9 | 811/PRAC | HARDING HOUSE | 800217774 176HD021 | 6.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 21820 | 24230 | 64.8242 | -147.7391 | AK |  |  | 1508 25th Ave | Fairbanks | 99701 | 2090000300 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800217776 176HD022 JOHN L.TURNER HOUSE FOUNDATION | 6 | 811/PRAC | 9 | 811/PRAC | JOHN L.TURNER HOUSE FOUNDATION | 800217776 176HD022 | 4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 21820 | 16750 | 64.8363 | -147.8584 | AK |  |  | 11 Steelhead Rd | Fairbanks | 99709 | 2090000800 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800218097 176EE026 QUVULARIA SENIOR HOUSING | 6 | 202/PRAC | 8 | 202/PRAC | QUVULARIA SENIOR HOUSING | 800218097 176EE026 | 5.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 99999 | 53710 | 59.7223 | -158.3404 | AK |  |  |  | New Stuyahok | 99636 | 2070000100 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800219469 176HD023 SALMON CREEK HOUSING | 6 | 811/PRAC | 9 | 811/PRAC | SALMON CREEK HOUSING | 800219469 176HD023 | 6.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 27940 | 36400 | 58.3311 | -134.4719 | AK |  |  | 3406D Glacier Hwy | Juneau | 99801 | 2110000400 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800219470 176HD024 MARYBETH HAFELE HOUSE FOUNDATION | 6 | 811/PRAC | 9 | 811/PRAC | MARYBETH HAFELE HOUSE FOUNDATION | 800219470 176HD024 | 4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 21820 | 24230 | 64.8478 | -147.6743 | AK |  |  | 430 Craig Ave | Fairbanks | 99701 | 2090000400 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800219471 176EE034 INDEPENDENCE PARK MANOR I | 6 | 202/PRAC | 8 | 202/PRAC | INDEPENDENCE PARK MANOR I | 800219471 176EE034 | 19.0000 | 19.0000 | 98.0000 | 19.0000 | 100.0000 | 5.0000 | 11 | 1.1000 | 21.0000 | 553.0000 | 566.0000 | 23364.0000 | 21139.0000 | -1 | -1 | -1 | -1 | 53 | 16 | 5 | 26 | -1 | -1 | -1 | 100 | 26 | 100 | 100 | 68 | -1 | -1 | -1 | -1 | -1 | 100 | 74 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | -1 | -1 | -1 | -1 | 100 | 26 | 68 | 5 | 5 | 58 | 21 | -1 | -1 | -1 | 0 | 0 | -1.0000 | 85.0000 | -1 | -1 | 100 | -1 | -1 | -1 | 8 | 55 | 28 |  | 11260 | 03000 | 61.1339 | -149.8381 | AK |  |  | 2401 Sentry Dr | Anchorage | 99507 | 2020002811 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800219472 176EE035 PALMER MANOR | 6 | 202/PRAC | 8 | 202/PRAC | PALMER MANOR | 800219472 176EE035 | 4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 11260 | 58660 | 61.6076 | -149.1077 | AK |  |  | 327 E Auklet Ave | Palmer | 99645 | 2170001201 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800221537 176HD026 RIVERS EDGE PROPERTY, INC. | 6 | 811/PRAC | 9 | 811/PRAC | RIVERS EDGE PROPERTY, INC. | 800221537 176HD026 | 5.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 99999 | 70540 | 57.0539 | -135.3160 | AK |  |  | 200 Flume Cir | Sitka | 99835 | 2220000200 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800221742 176EE037 INDEPENDENCE PARK MANOR II | 6 | 202/PRAC | 8 | 202/PRAC | INDEPENDENCE PARK MANOR II | 800221742 176EE037 | 19.0000 | 19.0000 | 98.0000 | 18.0000 | 97.0000 | 5.0000 | 6 | 1.2000 | 21.0000 | 571.0000 | 554.0000 | 24298.0000 | 20827.0000 | -1 | 6 | -1 | -1 | 44 | 22 | 6 | 11 | 11 | 6 | 6 | 89 | 26 | 100 | 94 | 78 | -1 | -1 | -1 | -1 | -1 | 100 | 78 | -1 | -1 | -1 | -1 | -1 | -1 | 0 | -1 | -1 | -1 | -1 | 100 | 50 | 56 | -1 | 6 | 50 | 44 | -1 | -1 | -1 | 0 | 0 | -1.0000 | 115.0000 | -1 | -1 | 100 | -1 | -1 | -1 | 8 | 55 | 28 |  | 11260 | 03000 | 61.1339 | -149.8382 | AK |  |  | 2301 Sentry Dr | Anchorage | 99507 | 2020002811 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800221812 176EE038 TUPQICH ELDER APTS. | 6 | 202/PRAC | 8 | 202/PRAC | TUPQICH ELDER APTS. | 800221812 176EE038 | 4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 99999 | 41830 | 66.7110 | -162.0762 | AK |  |  |  | Kotzebue | 99752 | 2188000200 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800222651 176HD027 A.A.S.C. HOUSING II | 6 | 811/PRAC | 9 | 811/PRAC | A.A.S.C. HOUSING II | 800222651 176HD027 | 10.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 11260 | 03000 | 61.2186 | -149.8075 | AK |  |  | 3900 E 4th Ave | Anchorage | 99508 | 2020000801 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800224102 176HD028 DENEKI HOUSE | 6 | 811/PRAC | 9 | 811/PRAC | DENEKI HOUSE | 800224102 176HD028 | 7.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 11260 | 83080 | 61.5865 | -149.4484 | AK |  |  | 222 E Danna Ave | Wasilla | 99654 | 2170000800 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
31DEC2025 | Projects | AK Alaska | AK Alaska 800225105 176HD029 MENDENHALL WOODS | 6 | 811/PRAC | 9 | 811/PRAC | MENDENHALL WOODS | 800225105 176HD029 | 4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4.0000 | -4.0000 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 | -4 |  | 27940 | 36400 | 58.3811 | -134.5768 | AK |  |  | 3510 Mendenhall Loop Rd | Juneau | 99801 | 2110000300 | 2026-08-05 21:40:52.153263 | 31203201-a7f1-49c9-bc5d-0bd8ba22f40a
(35601 rows; csv has all)
