company,lists,domain,schema,table,col,rows,distinct,sample
MEDTRONIC,doctor_payments,money,FINANCE,FINANCE__FED_SEC_EDGAR_FINANCIALS,NAME,8,1,MEDTRONIC PLC
MEDTRONIC,doctor_payments,money,FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,ISSUER_NAME,11,1,MEDTRONIC PLC
MEDTRONIC,doctor_payments,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,FACILITY_NAME,1,1,MEDTRONIC  INC
MEDTRONIC,doctor_payments,money,FINANCE,FINANCE__FED_SEC_INSIDER_SUBMISSION,ISSUER_NAME,512,1,MEDTRONIC PLC
MEDTRONIC,doctor_payments,money,FINANCE,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,OWNER_NAME,7,2,MEDTRONIC PLC | MEDTRONIC INC
MEDTRONIC,doctor_payments,money,ECONOMICS,ECONOMICS__FED_DOL_OSHA_INSPECTIONS,ESTAB_NAME,31,4,"MEDTRONIC | MEDTRONIC INC | MEDTRONIC INC. | MEDTRONIC, INC."
MEDTRONIC,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_NAME,1732,4,"MEDTRONIC INC | MEDTRONIC USA, INC. | MEDTRONIC, INC. | MEDTRONIC USA INC"
MEDTRONIC,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_DOING_BUSINESS_AS_NAME,140,3,MEDTRONIC USA INC | MEDTRONIC INC | MEDTRONIC
MEDTRONIC,doctor_payments,money,FINANCE,FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS,CONTRIBUTOR_NAME,61,3,"MEDTRONIC, INC. | MEDTRONIC | MEDTRONIC INC."
MEDTRONIC,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME_RAW,22946,9,"MEDTRONIC  INC. | MEDTRONIC INC | MEDTRONIC USA  INC. | MEDTRONIC, INC. | MEDTRONIC USA, INC. | MEDTRONIC  INC"
MEDTRONIC,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_DOING_BUSINESS_AS_NAME,4102,4,MEDTRONIC USA INCORPORATED | MEDTRONIC | MEDTRONIC INC | MEDTRONIC USA INC
MEDTRONIC,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME_RAW,20636,7,"MEDTRONIC USA INC | MEDTRONIC USA, INC. | MEDTRONIC, INC. | MEDTRONIC INC | MEDTRONIC LTD | MEDTRONIC, INC"
MEDTRONIC,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME,20641,6,"MEDTRONIC INC | MEDTRONIC USA, INC. | MEDTRONIC, INC | MEDTRONIC USA INC | MEDTRONIC LIMITED | MEDTRONIC, INC."
MEDTRONIC,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME,23613,3,"MEDTRONIC INC | MEDTRONIC, INC | MEDTRONIC USA INC"
MEDTRONIC,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_DOING_BUSINESS_AS_NAME,18063,4,MEDTRONIC INC | MEDTRONIC USA INC | MEDTRONIC | MEDTRONIC USA INCORPORATED
MEDTRONIC,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_PARENT_NAME,108258,4,"MEDTRONIC USA, INC. | MEDTRONIC, INC | MEDTRONIC USA INC | MEDTRONIC INC"
MEDTRONIC,doctor_payments,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_NAME,97161,6,"MEDTRONIC USA INC | MEDTRONIC, INC. | MEDTRONIC INC | MEDTRONIC, INC | MEDTRONIC USA, INC. | MEDTRONIC LIMITED"
MEDTRONIC,doctor_payments,money,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,EMPLOYER,48110,27,"MEDTRONIC, INC. USA | MEDTRONIC INC. | MEDTRONIC PLC. | MEDTRONIC PLC INC | MEDTRONIC | MEDTRONIC CORP"
MEDTRONIC,doctor_payments,politics,POLITICS,POLITICS__IRS527_RELATED_ENTITIES,ENTITY_NAME,1,1,"MEDTRONIC, INC."
MEDTRONIC,doctor_payments,politics,POLITICS,POLITICS__CA_LOBBY_CHG_LOG,FILER_FULL_NAME,8,2,"MEDTRONIC, INC. | MEDTRONIC, INC"
MEDTRONIC,doctor_payments,politics,POLITICS,POLITICS__CA_LOBBY_CHG_LOG,ENTITY_NAME,6,2,"MEDTRONIC, INC. | MEDTRONIC, INC"
MEDTRONIC,doctor_payments,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,REGISTRANT_NAME,11,1,"MEDTRONIC, INC."
MEDTRONIC,doctor_payments,politics,POLITICS,POLITICS__FED_SENATE_LDA_LOBBYIST_POSITIONS,CLIENT_NAME,32,3,"MEDTRONIC, INC. | MEDTRONIC INC | MEDTRONIC"
MEDTRONIC,doctor_payments,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2009_CONTRIBUTION,EMPLOYER_NAME,1,1,MEDTRONIC INC
MEDTRONIC,doctor_payments,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2013_CONTRIBUTION,EMPLOYER_NAME,1,1,"MEDTRONIC, INC"
MEDTRONIC,doctor_payments,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS,EMPLOYER_NAME,6,1,MEDTRONIC
MEDTRONIC,doctor_payments,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2021_CONTRIBUTIONS,EMPLOYER_NAME,14,1,MEDTRONIC
MEDTRONIC,doctor_payments,politics,POLITICS,POLITICS__CA_LOBBY_COVER,FIRM_NAME,68,2,"MEDTRONIC, INC. | MEDTRONIC INC."
MEDTRONIC,doctor_payments,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_NAME,567,5,"MEDTRONIC, INC. | MEDTRONIC, INC | MEDTRONIC INC | MEDTRONIC | MEDTRONIC INC."
MEDTRONIC,doctor_payments,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,REGISTRANT_NAME,102,1,"MEDTRONIC, INC."
MENARDS,injuries,environment,ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,FACILITY_NAME,2,2,MENARDS | MENARDS INC.
MENARDS,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,FACILITY_NAME,1,1,MENARDS INC
MENARDS,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,PWS_NAME,3,1,MENARDS
MENARDS,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,RESPONSIBLE_COMPANY,1,1,MENARDS
MENARDS,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,FACILITY_NAME,12,2,MENARDS INC. | MENARDS
MENARDS,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,FACILITY_NAME,21,2,MENARDS | MENARDS INC
MENARDS,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,FACILITY_NAME,37,3,MENARDS | MENARDS INC | MENARDS INC.
MENARDS,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_NAME,36,3,MENARDS INC. | MENARDS INC | MENARDS
MENARDS,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,PRIMARY_NAME,44,4,"MENARDS | MENARDS INC | MENARDS, INC. | MENARDS INC."
MENARDS,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,FACILITY_NAME,79,4,"MENARDS | MENARDS INC | MENARDS INC. | MENARDS, INC."
MENARDS,injuries,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,FACILITY_NAME,79,4,"MENARDS | MENARDS INC | MENARDS, INC. | MENARDS INC."
MENARDS,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_ORAL_ARGUMENTS,CASE_NAME,1,1,"REYES V. MENARDS, INC."
MENARDS,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME,25,21,"JAKUB V. MENARDS | ALLSTATE INS. CO. V. MENARDS, INC. | DAVID EDMONDS V. MENARDS, INC. | JANICE HOCHSTETLER V. MENARDS | FOWLER V. MENARDS, INC. | JOHN R. BERDING V. MENARDS, INC."
MENARDS,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME_SHORT,4,1,MENARDS
MENARDS,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME,110,103,"HOWEY V. MENARDS, INC. | GERHARDT V. MENARDS INC | WIREMAN V. MENARDS INC | HARMALA V. MENARDS, LLC | DOMGJONI V. MENARDS, INC. | EUGENE WELDING CO V. MENARDS INC"
MENARDS,injuries,labor,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2025,COMPANY_NAME,2647,1,"""MENARDS"""
MENARDS,injuries,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2025,COMPANY_NAME,450,1,"""MENARDS"""
MENARDS,injuries,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,COMPANY_NAME,456,1,"""MENARDS"""
MENARDS,injuries,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,COMPANY_NAME,465,1,"""MENARDS"""
MENARDS,injuries,labor,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2024,COMPANY_NAME,2682,1,"""MENARDS"""
MENARDS,injuries,labor,LABOR,LABOR__FED_OSHA_ITA_CASE_DETAIL_2023,COMPANY_NAME,3228,1,"""MENARDS"""
MENARDS,injuries,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_NAME,1,1,MENARDS
MENARDS,injuries,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,FACILITY_NAME,1,1,MENARDS
MENARDS,injuries,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,FACILITY_NAME,8,3,"MENARDS, INC. | MENARDS | MENARDS INC."
MENARDS,injuries,money,ECONOMICS,ECONOMICS__FED_DOL_OSHA_INSPECTIONS,ESTAB_NAME,183,8,"MENARDS COMPANY | MENARDS | MENARDS INC. | MENARDS INC | MENARDS, INC | MENARDS, INCORPORATED"
MENARDS,injuries,money,FINANCE,FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES,RECIPIENT_NAME,20,2,MENARDS  | MENARDS
MENARDS,injuries,money,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,EMPLOYER,4099,5,"MENARDS INC | MENARDS | MENARDS, INC. | MENARDS INC. | MENARDS, INC"
MENARDS,injuries,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2025_CONTRIBUTIONS,EMPLOYER_NAME,2,2,MENARDS INC | MENARDS
MENARDS,injuries,politics,POLITICS,POLITICS__ST_NYC_CFB_CAMPAIGN_2021_CONTRIBUTIONS,EMPLOYER_NAME,3,1,MENARDS
MENARDS,injuries,transport,TRANSPORT,TRANSPORT__FED_FRA_EQUIPMENT_ACCIDENTS,MAINTENANCE_RAILROAD_NAME,1,1,MENARDS
MENARDS,injuries,transport,TRANSPORT,TRANSPORT__FED_FAA_AIRCRAFT_REGISTRY,REGISTRANT_NAME,1,1,MENARDS INC
MERCK,lobbying,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NAME,27,4,"MERCK & CO. INC | MERCK & CO., INC | MERCK & CO., INC. | MERCK & CO. INC."
MERCK,lobbying,environment,ENERGY,ENERGY__FED_EIA860_3_5_MULTIFUEL,UTILITY_NAME,7,1,MERCK & CO INC
MERCK,lobbying,environment,ENERGY,ENERGY__FED_EIA860_6_2_ENVIROEQUIP,UTILITY_NAME,8,2,MERCK & CO INC | MERCK & CO INC-WEST POINT
MERCK,lobbying,environment,ENERGY,ENERGY__FED_EIA860_1_UTILITY,UTILITY_NAME,3,2,MERCK & CO INC-WEST POINT | MERCK & CO INC
MERCK,lobbying,environment,ENERGY,ENERGY__FED_EIA860_6_1_ENVIROASSOC,UTILITY_NAME,23,2,MERCK & CO INC-WEST POINT | MERCK & CO INC
MERCK,lobbying,environment,ENERGY,ENERGY__FED_EIA860_3_3_SOLAR,UTILITY_NAME,1,1,MERCK & CO INC
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_EGRID_PLANT_2022,UTILITY_NAME,3,2,MERCK & CO INC | MERCK & CO INC-WEST POINT
MERCK,lobbying,environment,ENERGY,ENERGY__FED_EIA860_2_PLANT,UTILITY_NAME,3,2,MERCK & CO INC-WEST POINT | MERCK & CO INC
MERCK,lobbying,environment,ENERGY,ENERGY__FED_EIA860_3_1_GENERATOR,UTILITY_NAME,24,2,MERCK & CO INC | MERCK & CO INC-WEST POINT
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,FACILITY_NAME,1,1,MERCK & CO INC
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,PARENT_CO_NAME,12,1,MERCK & CO INC
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,STANDARDIZED_PARENT_COMPANY,10,1,MERCK & CO INC
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,MAIL_NAME,1,1,MERCK & CO INC
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_17_STANDARD_PARENT_CO_NAME,16,1,MERCK & CO INC
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_15_PARENT_CO_NAME,16,1,MERCK & CO INC
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,PARENT_COMPANY,65,3,"MERCK & CO., INC. (100%) | MERCK & CO INC (100%) | MERCK & CO. INC (100%)"
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,ADMIN_NAME,1,1,MERCK & CO INC
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_SDWA_SDWA_PUB_WATER_SYSTEMS,PWS_NAME,1,1,MERCK & CO INC
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,RESPONSIBLE_COMPANY,12,5,"MERCK & CO. INC | MERCK & CO, INC | MERCK & CO INC | MERCK & CO. INC. | MERCK & CO, INC."
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,FACILITY_NAME,2,2,"MERCK & CO INC | MERCK & CO INC., VISITOR PARKING"
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,FACILITY_NAME,8,5,"MERCK & CO INC | MERCK & CO INC BRANCHBURG FARM | MERCK & CO INC - BRANCHBURG FARM | MERCK & CO INC - RANGE ROAD FACILITY | MERCK & CO., INC."
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,FACILITY_NAME,11,4,"MERCK & CO INC | MERCK & CO INC., VISITOR PARKING | MERCK & CO INC RANGE ROAD SLF | MERCK & CO., INC."
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_NAME,11,4,"MERCK & CO INC RANGE ROAD SLF | MERCK & CO INC., VISITOR PARKING | MERCK & CO INC | MERCK & CO., INC."
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,PRIMARY_NAME,16,10,"MERCK & CO., INC. | MERCK & CO INC - BRANCHBURG FARM | MERCK & CO INC | MERCK & CO INC BRANCHBURG FARM | MERCK & CO., INC., FLINT RIVER PLANT | MERCK & CO  INC"
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,FACILITY_NAME,16,5,"MERCK & CO INC | MERCK & CO INC RANGE ROAD SLF | MERCK & CO., INC. | MERCK & CO INC., VISITOR PARKING | MERCK & CO, INC."
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,MATCHED_LEGAL_NAME,15,1,"MERCK & CO., INC."
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,FACILITY_NAME,16,5,"MERCK & CO INC | MERCK & CO, INC. | MERCK & CO INC RANGE ROAD SLF | MERCK & CO INC., VISITOR PARKING | MERCK & CO., INC."
MERCK,lobbying,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,PARENT_LEGAL_NAME,21,1,"MERCK & CO., INC."
MERCK,lobbying,health,HEALTH,HEALTH__FED_FDA_PURPLE_BOOK,APPLICANT,11,2,"ORGANON USA INC., A SUBSIDIARY OF MERCK & CO., INC. | SCHERING CORPORATION A SUBSIDIARY OF MERCK & CO., INC."
MERCK,lobbying,health,HEALTH,HEALTH__FED_CLINICALTRIALS,LEAD_SPONSOR_NAME,247,18,"CIDARA THERAPEUTICS INC., A SUBSIDIARY OF MERCK & CO., INC. (RAHWAY, NEW JERSEY USA) | VERONA PHARMA, INC., A SUBSIDIARY OF MERCK & CO., INC. (RAHWAY, NEW JERSEY USA | ACCELERON PHARMA, INC., A WHOLLY-OWNED SUBSIDIARY OF MERCK & CO., INC., RAHWAY, NJ USA | NOVACARDIA, INC., A SUBSIDIARY OF MERCK & CO., INC. (RAHWAY, NEW JERSEY USA) | IMMUNE DESIGN, A SUBSIDIARY OF MERCK & CO., INC. (RAHWAY, NEW JERSEY USA) | PROMETHEUS BIOSCIENCES, INC., A SUBSIDIARY OF MERCK & CO., INC. (RAHWAY, NEW JERSEY USA)"
MERCK,lobbying,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,SECONDARY_ENTITY_BUSINESS_NAME_2,8,5,"MERCK & CO INC LLC | MERCK & CO INC. | MERCK & CO, INC. | MERCK & CO., INC. | MERCK & CO. INC"
MERCK,lobbying,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,SECONDARY_ENTITY_BUSINESS_NAME_1,311,13,"MERCK & CO INC. | MERCK & CO.,INC. | MERCK & CO., INC. - TECH SERVICES | MERCK & CO, INC. | MERCK & CO, INC | MERCK & CO INC LLC"
MERCK,lobbying,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_POSITIONS,ORGANIZATION_NAME,1,1,"MERCK & CO., INC."
MERCK,lobbying,justice,JUSTICE,JUSTICE__FED_SCDB,CASE_NAME,18,2,"MERCK & CO., INC., ET AL. V. RICHARD REYNOLDS ET AL. | BOWSHER, COMPTROLLER GENERAL OF THE UNITED STATES, ET AL. V. MERCK & CO., INC."
MERCK,lobbying,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_ORAL_ARGUMENTS,CASE_NAME,4,4,"DOHERTY V. MERCK & CO., INC. | GILEAD SCIENCES, INC. V. MERCK & CO., INC. | MERCK & CO., INC. V. HHS | DOE V. MERCK & CO., INC."
MERCK,lobbying,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME,241,189,"AMERICAN HOME ASSUR. CO. V. MERCK & CO. INC. | MERCK & CO., INC. V. ELMER B. STAATS, COMPTROLLER MERCK & CO., INC. V. ELMER B. STAATS, COMPTROLLER | GENTILE V. MERCK & CO., INC. | MERCK & CO., INC. V. MYLAN PHARMACEUTICALS, INC. | THE UNITED STATES OF AMERICA V. MERCK & CO., INC. | RUSSELL V. MERCK & CO., INC."
MERCK,lobbying,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME_FULL,275,253,"ERIC CARLENSTOLPE, APPELLEE, V. MERCK & CO., INC., APPELLANT | BOWSHER, COMPTROLLER GENERAL OF THE UNITED STATES V. MERCK & CO., INC. AND MERCK & CO., INC. V. BOWSHER, COMPTROLLER GEN | BESSIE L. FLEMINGS, PLAINTIFF-APPELLANT, V. MERCK & CO., INC., DEFENDANT-APPELLEE | MERCK & CO., INC., ET AL. V. MARZALL | MERCK & CO., INC., PLAINTIFF-APPELLEE, V. TEVA PHARMACEUTICALS USA, INC., DEFENDANT-APPELLANT | CAROLYN Y. GLOVER V. MERCK & CO., INC."
MERCK,lobbying,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME_FULL,123,110,"MERCK & CO., INC. V. UNITED STATES DEPARTMENT OF HEALTH AND HUMAN SERVICES | KIDD V. MERCK & CO., INC. | MARY MATIAS V. MERCK SHARP & DOHME CORP., FORMERLY KNOWN AS MERCK & CO., INC. | R.A. FEUER V. MERCK & CO., INC., DEFENDANT-RESPONDENT. | MERCK, SHARP & DOHME, A DIVISION OF MERCK & CO., INC. V. ANNIE WHITTED | A. O. SMITH CORPORATION V. FEDERAL TRADE COMMISSION, IN NO. 75-1282 INLAND STEEL COMPANY V. FEDERAL TRADE COMMISSION, IN"
MERCK,lobbying,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME_SHORT,5,4,"IN RE MERCK & CO., INC., SECURITIES, DERIVATIVE | IN RE MERCK & CO., INC. | IN RE MERCK & CO., INC | IN RE MERCK & CO., INC. SECURITIES, DERIVATIVE"
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q1,NAME,1,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2026Q1,NAME,1,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q1,NAME,1,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q4,NAME,1,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q4,NAME,1,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q3,NAME,1,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q3,NAME,1,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q2,NAME,1,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2024Q2,NAME,1,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE,COMPANY_NAME,1,1,"MERCK & CO., INC."
MERCK,lobbying,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_PARENT_NAME,6,1,"MERCK & CO., INC."
MERCK,lobbying,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_PARENT_NAME_RAW,6,1,MERCK & CO INC
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_EDGAR_FINANCIALS,NAME,8,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_NAME,1,1,MERCK & CO. INC
MERCK,lobbying,money,FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,ISSUER_NAME,11,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,FACILITY_NAME,4,1,MERCK & CO. INC
MERCK,lobbying,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,FACILITY_NAME,8,1,MERCK & CO INC
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_13F_FILERS,FILINGMANAGER_NAME,6,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_INSIDER_SUBMISSION,ISSUER_NAME,689,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_SEC_INSIDER_REPORTINGOWNER,OWNER_NAME,13,1,"MERCK & CO., INC."
MERCK,lobbying,money,ECONOMICS,ECONOMICS__FED_DOL_OSHA_INSPECTIONS,ESTAB_NAME,49,6,"MERCK & CO INC MERCK CHEM | MERCK & CO INC-FLINT RIVE | MERCK & CO INC | MERCK & CO., INC | MERCK & CO., INC. | MERCK & CO. INC."
MERCK,lobbying,money,ECONOMICS,ECONOMICS__FED_IRS_990_EFILE_INDEX,TAXPAYER_NAME,5,1,MERCK & CO INC UNION VEBA TRUST
MERCK,lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_PARENT_NAME,73,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS,CONTRIBUTOR_NAME,6,3,"MERCK & CO, INC. | MERCK & CO., INC | MERCK & CO., INC."
MERCK,lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME_RAW,538,3,"MERCK & CO.  INC. | MERCK & CO., INC. | MERCK & CO INC"
MERCK,lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME,23,1,"MERCK & CO., INC."
MERCK,lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME_RAW,19,2,"MERCK & CO., INC. | MERCK & CO  INC"
MERCK,lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME,567,1,"MERCK & CO., INC."
MERCK,lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_NAME,65,1,"MERCK & CO., INC."
MERCK,lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_PARENT_NAME,1557,1,"MERCK & CO., INC."
MERCK,lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_NAME,2,1,"MERCK & CO., INC."
MERCK,lobbying,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_NAME_RAW,2,1,"MERCK & CO., INC."
MERCK,lobbying,money,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,EMPLOYER,5010,59,"MERCK & CO.INC. | MERCK & CO, INC. | MERCK & CO INC PAC | MERCK & CO., INC./LEADER, US POLICY | MERCK & CO, INC | ADMINISTRATION - MERCK & CO INC"
