company,lists,domain,schema,table,col,rows,distinct,sample
COMCAST CABLE COMMUNICATIONS,visas,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME,157,91,"DALE MCCRAY V. COMCAST CABLE COMMUNICATIONS, LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC V. CX360, INC. | SHAHLAI V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | BLANCO V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | LU V. COMCAST CABLE COMMUNICATIONS, LLC | CABLE LINE INC V. COMCAST CABLE COMMUNICATIONS O"
COMCAST CABLE COMMUNICATIONS,visas,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME_FULL,42,32,"BUYERLEVERAGE EMAIL SOLUTIONS LLC, A DELAWARE LIMITED LIABILITY COMPANY V. MICROSOFT CORPORATION, TIME WARNER CABLE, INC | NFL ENTERPRISES LLC V. COMCAST CABLE COMMUNICATIONS, LLC | SEMEN LEYKIN, ON BEHALF OF HIMSELF AND ALL OTHERS SIMILARLY SITUATED, FRANK THOMAS, KEN PEARLMAN, MIKE KATTO, AT HOME SU | TIMOTHY WHARTON, ISIAH ELDER, AND DONALD HART V. COMCAST CORPORATION AND COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | JAMES BRAND V. COMCAST CORPORATION & COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | SPRINT COMMUNICATIONS COMPANY L.P. V. COMCAST CABLE COMMUNICATIONS, LLC AND COMCAST IP PHONE, LLC"
COMCAST CABLE COMMUNICATIONS,visas,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,COMPANY_NAME,422,1,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS,visas,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,COMPANY_NAME,1216,1,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_NAME,4,2,"COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC | COMCAST CABLE COMMUNICATIONS, LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_PARENT_NAME_RAW,1,1,COMCAST CABLE COMMUNICATIONS  LLC
COMCAST CABLE COMMUNICATIONS,visas,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_NAME_RAW,4,2,"COMCAST CABLE COMMUNICATIONS, LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_NAME,29,1,"COMCAST CABLE COMMUNICATIONS, LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,FACILITY_NAME,29,1,"COMCAST CABLE COMMUNICATIONS, LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,NAME,18,1,COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_DOL_OSHA_INSPECTIONS,ESTAB_NAME,20,11,"COMCAST CABLE COMMUNICATIONS, INCORPORATED | COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | COMCAST CABLE COMMUNICATIONS, LLC. | COMCAST CABLE COMMUNICATIONS | 103898 - COMCAST CABLE COMMUNICATIONS INC | COMCAST CABLE COMMUNICATIONS MGMT LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_NAME,133,3,"COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC | COMCAST CABLE COMMUNICATIONS LLC | COMCAST CABLE COMMUNICATIONS, LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_PARENT_NAME,13,1,"COMCAST CABLE COMMUNICATIONS, LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,FINANCE,FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS,CONTRIBUTOR_NAME,50,3,"COMCAST CABLE COMMUNICATIONS | COMCAST CABLE COMMUNICATIONS, INC. | COMCAST CABLE COMMUNICATIONS INC."
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME,987,3,"COMCAST CABLE COMMUNICATIONS LLC | COMCAST CABLE COMMUNICATIONS, LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME_RAW,278,1,COMCAST CABLE COMMUNICATIONS  LLC
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME,178,1,"COMCAST CABLE COMMUNICATIONS, LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_DOING_BUSINESS_AS_NAME,7,3,COMCAST CABLE COMMUNICATIONS | COMCAST CABLE COMMUNICATIONS LIMITED LIABILITY COMPANY (5755 | COMCAST CABLE COMMUNICATIONS INCORPORATED (0423)
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME_RAW,984,7,"COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC | COMCAST CABLE COMMUNICATIONS LIMITED LIABILITY COMPANY (5755) | COMCAST CABLE COMMUNICATIONS | COMCAST CABLE COMMUNICATIONS, LLC | COMCAST CABLE COMMUNICATIONS, | COMCAST CABLE COMMUNICATIONS LIMITED LIABILITY COMPANY"
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_DOING_BUSINESS_AS_NAME,55,5,COMCAST CABLE COMMUNICATIONS LIMITED LIABILITY COMPANY (5755 | COMCAST CABLE COMMUNICATIONS LIMITED LIABILITY COMPANY (6527 | COMCAST CABLE COMMUNICATIONS | COMCAST CABLE COMMUNICATIONS INCORPORATED (0423) | COMCAST CABLE COMMUNICATIONS INCORPORATED (6527)
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_PARENT_NAME,733,1,"COMCAST CABLE COMMUNICATIONS, LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_NAME,4701,3,"COMCAST CABLE COMMUNICATIONS, LLC | COMCAST CABLE COMMUNICATIONS LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_NAME_RAW,7891,1,"COMCAST CABLE COMMUNICATIONS, LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_NAME,23268,1,"COMCAST CABLE COMMUNICATIONS, LLC"
COMCAST CABLE COMMUNICATIONS,visas,money,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,EMPLOYER,1558,26,COMCAST CABLE COMMUNICATIONS INC./P | COMCAST CABLE COMMUNICATIONS/PRESID | COMCAST CABLE COMMUNICATIONS LLC | COMCAST CABLE COMMUNICATIONS M | COMCAST CABLE COMMUNICATIONS/VICE P | COMCAST CABLE COMMUNICATIONS/AREA V
COMCAST CABLE COMMUNICATIONS,visas,politics,POLITICS,POLITICS__CA_LOBBY_CHG_LOG,ENTITY_NAME,1,1,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS,visas,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_NAME,7,1,COMCAST CABLE COMMUNICATIONS MANAGEMENT
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,FACILITY_NAME,1,1,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,FACILITY_NAME,9,2,"COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,FACILITY_NAME,9,2,"COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_NAME,9,2,"COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,PRIMARY_NAME,10,2,"COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,FACILITY_NAME,9,2,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,FACILITY_NAME,9,2,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,SECONDARY_ENTITY_BUSINESS_NAME_2,44,4,"COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC | COMCAST CABLE  COMMUNICATIONS MANAGEMENT LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,SECONDARY_ENTITY_BUSINESS_NAME_1,339,11,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT INC | COMCAST CABLE COMMUNICATIONS MANAGEMENT.LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT, INC. | COMCAST CABLE COMMUNICATIONS MANAGEMENT , LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME_FULL,19,10,"CLEAR CONNECTION CORPORATION, A CALIFORNIA CORPORATION V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC, A DELAWARE LIMIT | NELSON CARBALLO, PLAINTIFF-APPELLANT, V. COMCAST, INC., DBA COMCAST CABLE COMMUNICATIONS LLC, DBA COMCAST CABLE COMMUNIC | JEAN MILFORT V. COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC | GARY HARE, PLAINTIFF-APPELLANT, V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC, A/K/A COMCAST, DEFENDANT-APPELLEE | COMCAST CABLE COMMUNICATIONS, LLC, TV WORKS, LLC, AND COMCAST MO GROUP, INC. V. SPRINT COMMUNICATIONS COMPANY, LP, SPRIN | JAMES BRAND V. COMCAST CORPORATION & COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME,44,29,"BRENDA TURCOTTE V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | MURPHY, ESQ. V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC V. MAXLINEAR, INC. | CLEAR CONNECTION CORP. V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | BRAND V. COMCAST CORP. & COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | FENNELL V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME,205,197,"HUSTED V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | FREITAS V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | KEENE V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | CATALANO V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | AGUILAR V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | JACKSON V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME_FULL,6,5,"JEAN MILFORT V. COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC | JAMES BRAND V. COMCAST CORPORATION & COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | CLEAR CONNECTION CORPORATION, A CALIFORNIA CORPORATION V. COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC, A DELAWARE LIMIT | TIMOTHY WHARTON, ISIAH ELDER, AND DONALD HART V. COMCAST CORPORATION AND COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | COMCAST CABLE COMMUNICATIONS, LLC, TV WORKS, LLC, AND COMCAST MO GROUP, INC. V. SPRINT COMMUNICATIONS COMPANY, LP, SPRIN"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,COMPANY_NAME,422,1,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2024,COMPANY_NAME,1216,1,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_NAME,3,1,COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,money,PROCUREMENT,PROCUREMENT__FED_USASPENDING_BULK,RECIPIENT_NAME_RAW,3,1,COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,money,FINANCE,FINANCE__FED_FEC_COMMITTEE_TO_CANDIDATE,NAME,18,1,COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,money,ECONOMICS,ECONOMICS__FED_DOL_OSHA_INSPECTIONS,ESTAB_NAME,6,3,"WA317966478 - COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC | COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS,RECIPIENT_NAME,3,1,COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME_RAW,5,1,COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME,5,1,COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_NAME,10,1,COMCAST CABLE COMMUNICATIONS MANAGEMENT LLC
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,politics,POLITICS,POLITICS__CA_LOBBY_CHG_LOG,ENTITY_NAME,1,1,"COMCAST CABLE COMMUNICATIONS MANAGEMENT, LLC"
COMCAST CABLE COMMUNICATIONS MANAGEMENT,injuries,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_NAME,7,1,COMCAST CABLE COMMUNICATIONS MANAGEMENT
COMERICA,complaints,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,ORIGINAL_NAME,1,1,COMERICA CORPORATION
COMERICA,complaints,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_ICIJ_OFFSHORELEAKS_ENTITIES,NAME,1,1,COMERICA CORPORATION
COMERICA,complaints,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NAME,1,1,COMERICA INCORPORATED
COMERICA,complaints,consumer,CONSUMER_PROTECTION,CONSUMER_PROTECTION__FED_CFPB_COMPLAINTS,COMPANY,8603,1,COMERICA
COMERICA,complaints,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_RCRA_FACILITIES,FACILITY_NAME,1,1,COMERICA INC
COMERICA,complaints,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ECHO,FACILITY_NAME,2,1,COMERICA INC
COMERICA,complaints,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES,FAC_NAME,1,1,COMERICA INC
COMERICA,complaints,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS,PRIMARY_NAME,2,1,COMERICA INC
COMERICA,complaints,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_FRS_FACILITIES,FACILITY_NAME,3,2,COMERICA | COMERICA INC
COMERICA,complaints,environment,ENVIRONMENT,ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK,FACILITY_NAME,3,2,COMERICA INC | COMERICA
COMERICA,complaints,immigration,IMMIGRATION,IMMIGRATION__FED_DOL_OFLC,SECONDARY_ENTITY_BUSINESS_NAME_1,18,3,COMERICA | COMERICA INCORPORATED | COMERICA INC
COMERICA,complaints,justice,JUSTICE,JUSTICE__FED_FDIC_ENFORCEMENT_ORDERS,BANK_HOLDING_COMPANY,2,1,COMERICA INC
COMERICA,complaints,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME_FULL,2,2,"SUSAN TKACHIK, PLAINTIFF-APPELLANT, V. COMERICA, INC., ET AL., DEFENDANTS-APPELLEES | PSB STATE BANK V. COMERICA INCORPORATED"
COMERICA,complaints,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_OPINION_CLUSTERS,CASE_NAME,17,10,"COMERICA INC V. DEPARTMENT OF TREASURY | COMERICA INC. V. FIFTH THIRD BANKCORP | PSB STATE BANK V. COMERICA INC. | COMERICA INC. V. ZURICH AMERICAN INSURANCE | MELTZER V. COMERICA, INC. | WADSWORTH V. COMERICA INCORPORATED"
COMERICA,complaints,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME,149,133,"MAXIM INTEGRATED PRODUCTS, INC. V. COMERICA INC | COMERICA, INC. V. FRANCIS | COMERICA V. MCINCHAK | RICKETTS V. COMERICA INCORPORATED | COMERICA, INC. V. PALOMBO | COMERICA INCORPORATED V. CAMPBELL, HAROLD S."
COMERICA,complaints,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME_SHORT,11,1,COMERICA
COMERICA,complaints,justice,JUSTICE,JUSTICE__FED_COURTLISTENER_DOCKETS,CASE_NAME_FULL,1,1,PSB STATE BANK V. COMERICA INCORPORATED
COMERICA,complaints,labor,LABOR,LABOR__FED_OSHA_ITA_300A_SUMMARY_2023,ESTABLISHMENT_NAME,1,1,COMERICA
COMERICA,complaints,money,FINANCE,FINANCE__FED_SEC_DERA_SUB_2025Q4,NAME,1,1,COMERICA INC
COMERICA,complaints,money,FINANCE,FINANCE__FED_FDIC_BANK_DATA,HOLDING_COMPANY_NAME,35,1,COMERICA INC
COMERICA,complaints,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,FACILITY_NAME,1,1,COMERICA INC
COMERICA,complaints,money,FINANCE,FINANCE__FED_PCAOB_FORM_AP_FILINGS,ISSUER_NAME,10,1,COMERICA INCORPORATED
COMERICA,complaints,money,FINANCE,FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES,FACILITY_NAME,1,1,COMERICA INC
COMERICA,complaints,money,FINANCE,FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS,HOLDING_COMPANY_NAME,13101,2,COMERICA INCORPORATED | COMERICA
COMERICA,complaints,money,ECONOMICS,ECONOMICS__FED_DOL_OSHA_INSPECTIONS,ESTAB_NAME,2,2,COMERICA LLC | COMERICA INC
COMERICA,complaints,money,FINANCE,FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES,RECIPIENT_NAME,11,1,COMERICA
COMERICA,complaints,money,FINANCE,FINANCE__FED_IRS527_SCHEDULE_A_CONTRIBUTIONS,CONTRIBUTOR_NAME,4,2,COMERICA | COMERICA INCORPORATED
COMERICA,complaints,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME,1,1,COMERICA INCORPORATED
COMERICA,complaints,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_NAME_RAW,1,1,COMERICA INCORPORATED
COMERICA,complaints,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME_RAW,1,1,COMERICA INCORPORATED
COMERICA,complaints,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL,RECIPIENT_PARENT_NAME,1,1,COMERICA INCORPORATED
COMERICA,complaints,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_PARENT_NAME,64,1,COMERICA INCORPORATED
COMERICA,complaints,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_DOING_BUSINESS_AS_NAME,1,1,COMERICA
COMERICA,complaints,money,ECONOMICS,ECONOMICS__FED_USASPENDING_CONTRACTS_FULL_R2,RECIPIENT_NAME,63,1,COMERICA INCORPORATED
COMERICA,complaints,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_NAME_RAW,7,1,COMERICA INCORPORATED
COMERICA,complaints,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_NAME,7,1,COMERICA INCORPORATED
COMERICA,complaints,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_NAME,10,1,COMERICA INCORPORATED
COMERICA,complaints,money,ECONOMICS,ECONOMICS__FED_USASPENDING_ASSISTANCE_FULL,RECIPIENT_PARENT_NAME_RAW,24,1,COMERICA INCORPORATED
COMERICA,complaints,money,FINANCE,FINANCE__FED_FEC_INDIV_CONTRIBUTIONS,EMPLOYER,22518,5,"COMERICA INCORPORATED | COMERICA, INC. | COMERICA | COMERICA INC. | COMERICA INC"
COMERICA,complaints,politics,EDUCATION,EDUCATION__FED_SENATE_LDA_FILINGS,CLIENT_NAME,8,1,COMERICA
COMMERCIAL METALS,toxic_release,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__FED_IRS_EO_BMF,ORG_NAME,1,1,COMMERCIAL METALS COMPANY EMPLOYEE RELIEF FOUNDATION
COMMERCIAL METALS,toxic_release,companies,CORPORATE_REGISTRY,CORPORATE_REGISTRY__UK_COMPANIES_HOUSE_PSC,NAME,1,1,COMMERCIAL METALS COMPANY
COMMERCIAL METALS,toxic_release,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,PARENT_CO_NAME,116,1,COMMERCIAL METALS CO
COMMERCIAL METALS,toxic_release,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_FACILITY,STANDARDIZED_PARENT_COMPANY,89,1,COMMERCIAL METALS CO
COMMERCIAL METALS,toxic_release,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_17_STANDARD_PARENT_CO_NAME,126,1,COMMERCIAL METALS CO
COMMERCIAL METALS,toxic_release,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_TRI_BASIC_2023,C_15_PARENT_CO_NAME,126,1,COMMERCIAL METALS CO
COMMERCIAL METALS,toxic_release,environment,ENVIRONMENT,ENVIRONMENT__EPA_PENALTY_GAP,FACILITY_NAME,3,3,COMMERCIAL METALS COMPANY | COMMERCIAL METALS CO / CMC STEEL OKLAHOMA | COMMERCIAL METALS COMPANY RECYCLING
COMMERCIAL METALS,toxic_release,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_GHGRP_FACILITY,PARENT_COMPANY,85,2,COMMERCIAL METALS COMPANY (100%) | COMMERCIAL METALS CO (100%)
COMMERCIAL METALS,toxic_release,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,FACILITY_NAME,8,6,"COMMERCIAL METALS CO/SOUTHERN IRON/METAL | COMMERCIAL METALS, LIBERTY DIVISION | COMMERCIAL METALS CO / CMC STEEL OKLAHOMA | COMMERCIAL METALS CO | COMMERCIAL METALS, INC. | COMMERCIAL METALS COMPANY"
COMMERCIAL METALS,toxic_release,environment,ENVIRONMENT,ENVIRONMENT__FED_USCG_NRC_INCIDENTS,RESPONSIBLE_COMPANY,4,2,COMMERCIAL METALS CO | COMMERCIAL METALS COMPANY
COMMERCIAL METALS,toxic_release,environment,ENVIRONMENT,ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES,FACILITY_NAME,24,6,COMMERCIAL METALS VICTORIA | COMMERCIAL METALS RECYCLING | COMMERCIAL METALS COMPANY | COMMERCIAL METALS CO | COMMERCIAL METALS COMPANY - CROSSVILLE | COMMERCIAL METALS
