BUYER_DEA_NO	BUYER	CITY	ST	FIPS	ACT	REPORTER_DEA_NO	REPORTER	FAMILY	RCITY	RST	RACT	DU	O30	Y0	Y1	N
FF0099057	FOOD CITY PHARMACY #615	JEFFERSON CITY	TN	47089	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	9200.0	900.0	2012	2012	31
BF6412857	FOOD CITY PHARMACY #677	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	23000.0	6000.0	2012	2012	59
BF7351810	FOOD CITY PHARMACY #678	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	25700.0	7600.0	2012	2012	74
BF4584024	FOUR WAY PRESCRIPTION SHOP	KNOXVILLE	TN	47093	RETAIL PHARMACY	RK0236403	KEYSOURCE MEDICAL	KeySource Medical	CINCINNATI	OH	DISTRIBUTOR	4200.0	400.0	2006	2009	6
BF6794362	FOOD CITY PHARMACY #424	PAINTSVILLE	KY	21115	CHAIN PHARMACY	RM0220688	MCKESSON CORPORATION	McKesson Corporation	WASHINGTON CT HOUSE	OH	DISTRIBUTOR	16300.0	0.0	2012	2012	36
BD1649978	DISNEY PHARMACY SERVICES	POWELL	TN	47093	RETAIL PHARMACY	RQ0110433	QUALITEST PHARMACEUTICALS	Qualitest Pharmaceuticals	HUNTSVILLE	AL	DISTRIBUTOR	183200.0	0.0	2006	2007	61
BK1124560	KROGER PHARMACY #886	KNOXVILLE	TN	47093	CHAIN PHARMACY	RK0233180	KROGER LIMITED PARTNERSHIP I	Kroger	CLEVELAND	TN	DISTRIBUTOR	167700.0	0.0	2006	2008	1287
BW3059284	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	49160.0	5100.0	2006	2012	180
AW8388743	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	71260.0	6400.0	2006	2012	305
FT1795268	TN CANCER SPECIALISTS PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	67760.0	3200.0	2010	2012	262
BF7512824	FOOD CITY PHARMACY #673	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	12400.0	2400.0	2012	2012	24
BF3151747	FARRAGUT PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0180733	ANDA, INC	Anda, Inc	WESTON	FL	DISTRIBUTOR	4700.0	0.0	2006	2006	12
AL0407456	LONGS DRUG STORE INC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	6700.0	0.0	2010	2010	5
BF2980084	FOOD CITY PHCY OF MARION	MARION	VA	51173	RETAIL PHARMACY	RA0287020	ANDA PHARMACEUTICALS INC	Anda, Inc	GROVEPORT	OH	DISTRIBUTOR	3500.0	0.0	2006	2012	6
BC3865017	CLENS PHARMACY II	KNOXVILLE	TN	47093	RETAIL PHARMACY	PB0034861	BELLCO DRUG CORP	Bellco Drug Corp	NORTH AMITYVILLE	NY	DISTRIBUTOR	4900.0	500.0	2006	2007	14
BK7704009	KROGER DRUGSTORE	KNOXVILLE	TN	47093	CHAIN PHARMACY	PP0220828	KROGER LIMITED PARTNERSHIP II	Kroger	BLUFFTON	IN	DISTRIBUTOR	1300.0	0.0	2006	2006	5
AL0407456	LONGS DRUG STORE INC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0287020	ANDA PHARMACEUTICALS INC	Anda, Inc	GROVEPORT	OH	DISTRIBUTOR	4200.0	0.0	2006	2012	8
BK0181278	KROGER PHARMACY #531	KNOXVILLE	TN	47093	CHAIN PHARMACY	PP0220828	KROGER LIMITED PARTNERSHIP II	Kroger	BLUFFTON	IN	DISTRIBUTOR	1100.0	0.0	2006	2006	5
BM3192767	MAC'S PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0188981	QUEST PHARMACEUTICALS INC	Quest Pharmaceuticals Inc	MURRAY	KY	DISTRIBUTOR	2200.0	0.0	2011	2011	3
BB6383169	BELEW DRUG	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0186014	AUBURN PHARMACEUTICAL	Auburn Pharmaceutical	TROY	MI	DISTRIBUTOR	6100.0	0.0	2012	2012	4
AG6259940	GORDON'S DRUG COMPANY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0180733	ANDA, INC	Anda, Inc	WESTON	FL	DISTRIBUTOR	1500.0	0.0	2008	2008	1
AL0407456	LONGS DRUG STORE INC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RT0130182	TOP RX, INC.	Top Rx, Inc.	BARTLETT	TN	DISTRIBUTOR	2300.0	0.0	2006	2006	4
FF2469561	FOOD CITY PHARMACY #657	KINGSPORT	TN	47163	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	900.0	0.0	2011	2011	3
BF6678479	FOOD CITY PHARMACY #816	BRISTOL	VA		CHAIN PHARMACY	RG0208581	THE HARVARD DRUG GROUP	The Harvard Drug Group	INDIANAPOLIS	IN	DISTRIBUTOR	200.0	0.0	2011	2011	1
AK2873291	KROGER PHARMACY #506	KNOXVILLE	TN	47093	CHAIN PHARMACY	PP0220828	KROGER LIMITED PARTNERSHIP II	Kroger	BLUFFTON	IN	DISTRIBUTOR	300.0	0.0	2006	2006	2
BW0818611	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	1713200.0	309500.0	2006	2012	4102
BF9649508	FOOD CITY PHARMACY #694	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	3733460.0	1999960.0	2006	2012	4176
BF7148112	FOOD CITY PHARMACY #656	CROSSVILLE	TN	47035	CHAIN PHARMACY	PL0032627	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PADUCAH	KY	DISTRIBUTOR	1796000.0	84800.0	2006	2012	3367
BF7440150	FOOD CITY PHARMACY #604	NEWPORT	TN	47029	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	1501200.0	261500.0	2006	2012	4333
BF6412871	FOOD CITY PHARMACY #681	OAK RIDGE	TN	47001	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	1220600.0	197300.0	2006	2012	2937
BK6048044	FOOD CITY PHARMACY #605	KINGSPORT	TN	47163	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	513500.0	8200.0	2006	2012	1791
BC3865017	CLENS PHARMACY II	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	289600.0	58200.0	2006	2011	934
BK6696720	KROGER PHARMACY #870	KNOXVILLE	TN	47093	CHAIN PHARMACY	RK0233180	KROGER LIMITED PARTNERSHIP I	Kroger	CLEVELAND	TN	DISTRIBUTOR	626600.0	0.0	2006	2012	3598
FF0911811	FOOD CITY PHARMACY #682	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	719500.0	259600.0	2008	2012	1565
BD5636862	DRUGS FOR LESS #2121	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	2244500.0	600900.0	2006	2012	4654
BW5385035	WAL-MART PHARMACY 10-2065	KNOXVILLE (W)	TN	47093	CHAIN PHARMACY	PW0186785	WAL-MART PHARM WAREHOUSE #1	Wal-Mart	ROGERS	AR	DISTRIBUTOR	698900.0	0.0	2007	2012	3581
AW3036729	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	809800.0	51700.0	2006	2012	2538
FK1070971	KROGER PHARMACY #686	FARRAGUT	TN	47093	CHAIN PHARMACY	RK0233180	KROGER LIMITED PARTNERSHIP I	Kroger	CLEVELAND	TN	DISTRIBUTOR	513060.0	0.0	2008	2012	2820
BS6751297	SAM'S PHARMACY 10-8256	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0282145	WAL-MART PHARMACY WHSE #45	Wal-Mart	ROGERS	AR	DISTRIBUTOR	436300.0	209200.0	2006	2012	1786
AL0407456	LONGS DRUG STORE INC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	1099200.0	174100.0	2006	2012	3570
AR5031466	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	1398900.0	0.0	2006	2012	2694
BK0181278	KROGER PHARMACY #531	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	760100.0	266200.0	2006	2012	1595
FF0218126	FOOD CITY PHARMACY #676	KNOXVILLE	TN	47093	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	521800.0	70500.0	2007	2012	1501
BR5104954	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	902100.0	0.0	2006	2012	2258
FF0796283	FOOD CITY PHARMACY #662	CROSSVILLE	TN	47035	CHAIN PHARMACY	PL0032627	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PADUCAH	KY	DISTRIBUTOR	398600.0	6800.0	2008	2012	1313
BF8224090	FOOD CITY PHARMACY #849	CHILHOWIE	VA	51173	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	125400.0	0.0	2009	2011	346
BK4759645	KROGER #525	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	318800.0	113300.0	2006	2012	1294
BF3151747	FARRAGUT PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	PS0001723	SMITH DRUG COMPANY	Smith Drug Company	SPARTANBURG	SC	DISTRIBUTOR	399290.0	7200.0	2006	2012	1153
BW8639873	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	26800.0	2600.0	2006	2012	178
AK6979934	K MART PHARMACY #4244	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	215940.0	11000.0	2006	2008	1437
BW5384968	WAL-MART PHARMACY 10-1320	KNOXVILLE (SE)	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	42600.0	7000.0	2006	2012	194
BW3059284	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	83300.0	14400.0	2006	2007	274
BK6048044	FOOD CITY PHARMACY #605	KINGSPORT	TN	47163	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	17000.0	300.0	2012	2012	68
BD1649978	DISNEY PHARMACY SERVICES	POWELL	TN	47093	RETAIL PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	1878800.0	600.0	2006	2012	1385
BW5384956	WAL-MART PHARMACY 10-1319	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0133479	WAL-MART PHARMACY WAREHOUSE	Wal-Mart	TIFTON	GA	DISTRIBUTOR	303400.0	0.0	2006	2007	1540
BW3059284	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0347496	WALGREEN CO.	Walgreen Co	WILLIAMSTON	SC	DISTRIBUTOR	1220730.0	0.0	2008	2012	2951
AW3233296	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	188000.0	28700.0	2006	2007	461
BF6468878	FOOD CITY PHARMACY #642	OLIVER SPRINGS	TN	47145	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	339700.0	49600.0	2009	2011	916
BW5384968	WAL-MART PHARMACY 10-1320	KNOXVILLE (SE)	TN	47093	CHAIN PHARMACY	RW0133479	WAL-MART PHARMACY WAREHOUSE	Wal-Mart	TIFTON	GA	DISTRIBUTOR	295600.0	0.0	2006	2007	1688
FF0218126	FOOD CITY PHARMACY #676	KNOXVILLE	TN	47093	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	6700.0	0.0	2008	2010	29
BC3865017	CLENS PHARMACY II	KNOXVILLE	TN	47093	RETAIL PHARMACY	RM0314790	MORRIS & DICKSON CO	Morris & Dickson Co	SHREVEPORT	LA	DISTRIBUTOR	87790.0	9900.0	2007	2009	221
BF9887211	FOOD CITY PHARMACY #687	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	27600.0	15000.0	2012	2012	66
FM1205269	MAC'S PHARMACY #2, LLC	POWELL	TN	47093	RETAIL PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	16300.0	13800.0	2009	2011	14
BR9504211	RIGGS DRUG EMORY ROAD	POWELL	TN	47093	RETAIL PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	265200.0	177600.0	2009	2010	105
BF9481944	FOOD CITY PHARMACY #672	KNOXVILLE	TN	47093	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	23600.0	0.0	2006	2008	32
BK6168036	FOOD CITY PHARMACY #859	PULASKI	VA	51155	CHAIN PHARMACY	RA0289000	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	GLEN ALLEN	VA	DISTRIBUTOR	769600.0	11400.0	2006	2012	2307
BF4584024	FOUR WAY PRESCRIPTION SHOP	KNOXVILLE	TN	47093	RETAIL PHARMACY	PS0001723	SMITH DRUG COMPANY	Smith Drug Company	SPARTANBURG	SC	DISTRIBUTOR	5206440.0	1308600.0	2006	2012	7060
BH0688791	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	505300.0	0.0	2006	2012	1691
AR5209398	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	1241600.0	0.0	2006	2012	2296
FF0660298	FOOD CITY PHARMACY #609	KODAK	TN	47155	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	956800.0	129500.0	2008	2012	2384
BH0688765	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	787400.0	170400.0	2006	2012	1843
FF2380727	FOOD CITY PHARMACY #645	TAZEWELL	TN	47025	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	563960.0	104500.0	2011	2012	1235
BM9749675	MCFARLAND PHARMACY KNOXVILLE	KNOXVILLE	TN	47093	RETAIL PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	127590.0	600.0	2006	2012	738
AW5402627	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0277752	WALGREEN CO	Walgreen Co	JUPITER	FL	DISTRIBUTOR	70700.0	17600.0	2006	2007	305
BW7066500	WAL-MART PHARMACY 10-2932	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0282145	WAL-MART PHARMACY WHSE #45	Wal-Mart	ROGERS	AR	DISTRIBUTOR	323400.0	47800.0	2006	2012	1581
BR4328072	BI-LO PHARMACY, #367	FARRAGUT	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	31200.0	2400.0	2006	2006	114
BF6310003	FOOD CITY PHARMACY #865	GALAX	VA	51640	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	19000.0	300.0	2012	2012	61
FB2967389	BELEW DRUGS WASHINGTON PIKE INC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	209600.0	114800.0	2012	2012	701
BF7512824	FOOD CITY PHARMACY #673	KNOXVILLE	TN	47093	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	145100.0	96500.0	2009	2011	87
BF6964298	FOOD CITY PHARMACY #821	BRISTOL	VA		CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	75100.0	1100.0	2009	2011	79
FF2853100	FOOD CITY PHARMACY #632	LOUDON	TN	47105	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	21600.0	11100.0	2012	2012	48
AL0407456	LONGS DRUG STORE INC	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0180733	ANDA, INC	Anda, Inc	WESTON	FL	DISTRIBUTOR	20700.0	0.0	2006	2012	36
BF6852087	FOOD CITY PHARMACY #641	JOHNSON CITY	TN	47179	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	66300.0	0.0	2006	2009	126
FW0745957	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RC0238104	CARDINAL HEALTH	Cardinal Health	KNOXVILLE	TN	DISTRIBUTOR	7790.0	1000.0	2008	2012	53
AG6259940	GORDON'S DRUG COMPANY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RR0355683	RICHIE PHARMACAL LLC	Richie Pharmacal	GLASGOW	KY	DISTRIBUTOR	11090.0	0.0	2010	2012	11
FF1186875	FOOD CITY PHARMACY # 699	PINEY FLATS	TN	47163	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	9160.0	0.0	2012	2012	31
BC9376232	CHEROKEE HEALTH SYSTEMS	KNOXVILLE	TN	47093	RETAIL PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	42600.0	0.0	2011	2012	95
BF9887211	FOOD CITY PHARMACY #687	KNOXVILLE	TN	47093	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	5500.0	0.0	2009	2010	6
BF9649522	FOOD CITY PHARMACY #647	MARYVILLE	TN	47009	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	18400.0	1000.0	2012	2012	55
BF3151747	FARRAGUT PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RQ0110433	QUALITEST PHARMACEUTICALS	Qualitest Pharmaceuticals	HUNTSVILLE	AL	DISTRIBUTOR	28820.0	0.0	2006	2006	28
BF8530621	FOOD CITY PHARMACY #860	DAMASCUS	VA	51191	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	5800.0	0.0	2007	2011	33
BM3192767	MAC'S PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0208581	THE HARVARD DRUG GROUP	The Harvard Drug Group	INDIANAPOLIS	IN	DISTRIBUTOR	16100.0	0.0	2011	2012	22
FF0796283	FOOD CITY PHARMACY #662	CROSSVILLE	TN	47035	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	15000.0	100.0	2012	2012	39
FM1205269	MAC'S PHARMACY #2, LLC	POWELL	TN	47093	RETAIL PHARMACY	RG0208581	THE HARVARD DRUG GROUP	The Harvard Drug Group	INDIANAPOLIS	IN	DISTRIBUTOR	12200.0	0.0	2011	2012	30
FF0660298	FOOD CITY PHARMACY #609	KODAK	TN	47155	CHAIN PHARMACY	PR0040357	MCKESSON CORPORATION	McKesson Corporation	DULUTH	GA	DISTRIBUTOR	30800.0	5600.0	2012	2012	50
BF9927988	FOOD CITY PHARMACY #827	CEDAR BLUFF	VA	51185	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	5400.0	2200.0	2009	2011	25
BB6383169	BELEW DRUG	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0287020	ANDA PHARMACEUTICALS INC	Anda, Inc	GROVEPORT	OH	DISTRIBUTOR	1300.0	1300.0	2009	2009	3
FR2113265	RIGGS DRUG STORE	POWELL	TN	47093	RETAIL PHARMACY	RS0190443	SAJ DISTRIBUTORS	SAJ Distributors	PINE BLUFF	AR	DISTRIBUTOR	3500.0	0.0	2011	2012	2
FF3272755	FOOD CITY PHARMACY #438	HAZARD	KY	21193	CHAIN PHARMACY	RM0220688	MCKESSON CORPORATION	McKesson Corporation	WASHINGTON CT HOUSE	OH	DISTRIBUTOR	4200.0	0.0	2012	2012	8
BF8273485	FOOD CITY PHARMACY #601	JOHNSON CITY	TN	47179	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	16000.0	0.0	2006	2009	30
FC3548419	COSTCO WHOLESALE CORPORATION	FARRAGUT	TN	47093	CHAIN PHARMACY	RA0223432	AMERISOURCEBERGEN DRUG CORP	AmerisourceBergen Drug	PELHAM	AL	DISTRIBUTOR	1900.0	500.0	2012	2012	7
BF8182026	FOOD CITY PHARMACY #895	PENNINGTON GAP	VA	51105	CHAIN PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	8500.0	0.0	2009	2009	15
AG6259940	GORDON'S DRUG COMPANY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RD0277409	MASTERS PHARMACEUTICAL, INC	River City Pharma	CINCINNATI	OH	DISTRIBUTOR	9600.0	9600.0	2009	2009	5
BF9215080	FOOD CITY PHARMACY #685	KNOXVILLE	TN	47093	CHAIN PHARMACY	RG0131499	THE HARVARD DRUG GROUP-MI	The Harvard Drug Group	LIVONIA	MI	DISTRIBUTOR	2000.0	0.0	2006	2006	4
FV2928313	VOLUNTEER PHARMACY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RG0208581	THE HARVARD DRUG GROUP	The Harvard Drug Group	INDIANAPOLIS	IN	DISTRIBUTOR	2000.0	0.0	2012	2012	4
BK1124560	KROGER PHARMACY #886	KNOXVILLE	TN	47093	CHAIN PHARMACY	PP0220828	KROGER LIMITED PARTNERSHIP II	Kroger	BLUFFTON	IN	DISTRIBUTOR	100.0	0.0	2006	2006	1
BK4759645	KROGER #525	KNOXVILLE	TN	47093	CHAIN PHARMACY	PP0220828	KROGER LIMITED PARTNERSHIP II	Kroger	BLUFFTON	IN	DISTRIBUTOR	600.0	0.0	2006	2006	4
AC0401303	REVCO DISCOUNT DRUG CENTERS, INC.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RQ0110433	QUALITEST PHARMACEUTICALS	Qualitest Pharmaceuticals	HUNTSVILLE	AL	DISTRIBUTOR	300.0	0.0	2007	2007	1
BF9322443	FOOD CITY PHARMACY #475	PIKEVILLE	KY	21195	CHAIN PHARMACY	RG0208581	THE HARVARD DRUG GROUP	The Harvard Drug Group	INDIANAPOLIS	IN	DISTRIBUTOR	500.0	0.0	2011	2011	1
AG6259940	GORDON'S DRUG COMPANY	KNOXVILLE	TN	47093	RETAIL PHARMACY	RA0287020	ANDA PHARMACEUTICALS INC	Anda, Inc	GROVEPORT	OH	DISTRIBUTOR	300.0	0.0	2009	2009	1
BH0688765	TENNESSEE CVS PHARMACY, L.L.C.	KNOXVILLE	TN	47093	CHAIN PHARMACY	PR0205559	CVS TN DISTRIBUTION, LLC	CVS	KNOXVILLE	TN	DISTRIBUTOR	1210500.0	0.0	2006	2012	2377
BW5602291	WALGREEN CO.	KNOXVILLE	TN	47093	CHAIN PHARMACY	RW0294493	WALGREEN CO	Walgreen Co	PERRYSBURG	OH	DISTRIBUTOR	793000.0	133300.0	2006	2012	2389
BF2980084	FOOD CITY PHCY OF MARION	MARION	VA	51173	RETAIL PHARMACY	RA0180733	ANDA, INC	Anda, Inc	WESTON	FL	DISTRIBUTOR	119000.0	0.0	2006	2012	123
BF7403950	FOOD CITY PHARMACY #891	BIG STONE GAP	VA	51195	CHAIN PHARMACY	RM0424363	MCKESSON CORPORATION	McKesson Corporation	RUTHER GLEN	VA	DISTRIBUTOR	28200.0	100.0	2012	2012	54
BW5385035	WAL-MART PHARMACY 10-2065	KNOXVILLE (W)	TN	47093	CHAIN PHARMACY	RW0133479	WAL-MART PHARMACY WAREHOUSE	Wal-Mart	TIFTON	GA	DISTRIBUTOR	196100.0	0.0	2006	2007	1135
AK2873316	KROGER PHARMACY #516	KNOXVILLE	TN	47093	CHAIN PHARMACY	RK0233180	KROGER LIMITED PARTNERSHIP I	Kroger	CLEVELAND	TN	DISTRIBUTOR	365600.0	0.0	2006	2009	2389
